"352/0001","PREVIEWS #354 ONLY MAR",,"2.50",,,,"DIAMOND PUBLICATIONS"
"352/0002","MARVEL PREVIEWS #354 ONLY MAR",,"0.75",,,,"DIAMOND PUBLICATIONS"
"352/0003","PREVIEWS MARVEL IMAGE PLUS PREVIEWS #354 MAR",,"2.50",,,,"DIAMOND PUBLICATIONS"
"352/0004","CUSTOMER ORDER FORM PREVIEWS #354 MAR",,"0.00",,,,"DIAMOND PUBLICATIONS"
"352/0005","GAME TRADE MAGAZINE #217",,"0.75",,,,"DIAMOND PUBLICATIONS"
"352/0006","FCBD 2018 TRANSFORMERS UNICRON #0",,"0.35",,,,"FCBD GOLD SPONSORS"
"352/0007","FCBD 2018 BARRIER",,"0.40",,,,"FCBD GOLD SPONSORS"
"352/0008","FCBD 2018 DISNEY PRINCESS ARIEL SPOTLIGHT",,"0.35",,,,"FCBD GOLD SPONSORS"
"352/0009","FCBD 2018 AVENGERS CAPTAIN AMERICA",,"0.35",,,,"FCBD GOLD SPONSORS"
"352/0010","FCBD 2018 INVADER ZIM FLOOPSY BLOOPS SHMOOPSY",,"0.35",,,,"FCBD GOLD SPONSORS"
"352/0011","FCBD 2018 DOCTOR WHO #0",,"0.35",,,,"FCBD GOLD SPONSORS"
"352/0012","FCBD 2018 POKEMON SUN & MOON & HORIZON",,"0.40",,,,"FCBD GOLD SPONSORS"
"352/0013","FCBD 2018 STRANGERS IN PARADISE XXV #1 (MR)",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0014","FCBD 2018 MIRACULOUS ADVENTURES",,"0.30",,,,"FCBD SILVER SPONSORS"
"352/0015","FCBD 2018 RELAY #0",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0016","FCBD 2018 HOWARD LOVECRAFT`S BIG BOOK OF SUMMER FUN",,"0.25",,,,"FCBD SILVER SPONSORS"
"352/0017","FCBD 2018 WORLDS OF ASPEN ANNIV ED",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0018","FCBD 2018 LADY MECHANIKA",,"0.30",,,,"FCBD SILVER SPONSORS"
"352/0019","FCBD 2018 BONGO COMICS FREE-FOR-ALL",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0020","FCBD 2018 BOOM ADVENTURE TIME FIONNA & CAKE SPECIAL",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0021","FCBD 2018 DIE KITTY DIE I LOVE YOU TO DEATH",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0022","FCBD 2018 INVASION",,"0.30",,,,"FCBD SILVER SPONSORS"
"352/0023","FCBD 2018 LEGEND OF KORRA & NINTENDO ARMS",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0024","FCBD 2018 SILVER",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0025","FCBD 2018 BOBS BURGERS",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0026","FCBD 2018 JAMES BOND VARGAR",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0027","FCBD 2018 BERLIN (MR)",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0028","FCBD 2018 FANTAGRAPHICS WORLDS GREATEST (MR)",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0029","FCBD 2018 GRAPHIX SPOTLIGHT SPARKS",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0030","FCBD 2018 METABARON META GUARDIANESS AND TECHNO BARON ",,"0.50",,,,"FCBD SILVER SPONSORS"
"352/0032","FCBD 2018 STREET ANGELS DOG",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0034","FCBD 2018 WORM WORLD SAGA",,"0.30",,,,"FCBD SILVER SPONSORS"
"352/0035","FCBD 2018 INFINITY WATCH AMAZING SPIDER-MAN",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0036","FCBD 2018 TICK 2018 FREE COMIC BOOK DAY",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0037","FCBD 2018 SHADOW ROADS #1",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0038","FCBD 2018 ONLY LIVING BOY",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0039","FCBD 2018 2000 AD REGENEDNET)",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0040","FCBD 2018 SCOUT COMICS PRESENTS THE MALL",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0041","FCBD 2018 STARBURNS PRESENTS #1",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0042","FCBD 2018 BRIEF HISTORY OF TANK GIRL",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0043","FCBD 2018 NIGHTMARE BEFORE CHRISTMAS ZEROS JOURNEY #0 ",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0044","FCBD 2018 ULTRA STREET FIGHTER II #1",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0045","FCBD 2018 SPONGEBOB FREESTYLE FUNNIES",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0046","FCBD 2018 SHADOWMAN SPECIAL",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0047","FCBD 2018 MAXWELLS DEMONS #1",,"0.35",,,,"FCBD SILVER SPONSORS"
"352/0048","FCBD 2018 VIZ MY HERO ACADEMIA & RWBY",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0049","FCBD 2018 CRUSH",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0050","FCBD 2018 MALIKA - CREED & FURY",,"0.40",,,,"FCBD SILVER SPONSORS"
"352/0051","FCBD 2018 DEFEND COMICS",,"0.35",,,,"EDUCATIONAL SUPPORT MATERIALS"
"352/0052","FCBD 2018 OVERSTREET GUIDE TO COLLECTING",,"0.40",,,,"EDUCATIONAL SUPPORT MATERIALS"
"352/0053","FCBD 2018 DC BATGIRL & NIGHTWING COMIC VINIMATE 2PK",,"17.06",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0054","FCBD 2018 POP SAGA BLOODY LYING CAT PX VIN FIG",,"10.13",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0055","FCBD 2018 MARVEL GALLERY PVC FIG",,"38.38",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0056","FCBD 2018 BLUMENREICH COMM POSTER",,"7.25",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0057","FCBD 2018 COMM ARTIST ALLRED BLACK YOUTH T/S SM",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0058","FCBD 2018 COMM ARTIST ALLRED BLACK YOUTH T/S MED",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0059","FCBD 2018 COMM ARTIST ALLRED BLACK YOUTH T/S LG",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0060","FCBD 2018 COMM ARTIST ALLRED WHITE YOUTH T/S SM",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0061","FCBD 2018 COMM ARTIST ALLRED WHITE YOUTH T/S MED",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0062","FCBD 2018 COMM ARTIST ALLRED WHITE YOUTH T/S LG",,"9.84",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0063","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S XS",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0064","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S SM",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0065","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S MED",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0066","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S LG",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0067","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S XL",,"14.18",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0068","FCBD 2018 COMM ARTIST ALLRED WOMEN BLACK T/S XXL",,"14.18",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0069","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S XS",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0070","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S SM",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0071","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S MED",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0072","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S LG",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0073","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S XL",,"14.18",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0074","FCBD 2018 COMM ARTIST ALLRED WOMEN WHITE T/S XXL",,"14.18",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0075","FCBD 2018 COMM ARTIST ALLRED BLACK T/S SM",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0076","FCBD 2018 COMM ARTIST ALLRED BLACK T/S MED",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0077","FCBD 2018 COMM ARTIST ALLRED BLACK T/S LG",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
"352/0078","FCBD 2018 COMM ARTIST ALLRED BLACK T/S XL",,"12.05",,,"1","FREE COMIC BOOK DAY CONSUMER MERCHANDISE"
